"","Dt","DE_SIN","Gn","DNA","Exp","Imp","years","meses","dias_sem","year_month","dia_mes"
"9091",2003-06-03,125467185.65,126864498.7,32210,1830515.05,400992,2003,"6","martes",jun. 2003,30
"9092",2003-06-04,128219460.5,130008763.2,34320,2032742.7,209120,2003,"6","miércoles",jun. 2003,30
"9093",2003-06-05,128757705.16,132397339.96,102700,3742334.8,NA,2003,"6","jueves",jun. 2003,30
"9094",2003-06-06,129970577.61,133570259.21,109560,3709241.6,NA,2003,"6","viernes",jun. 2003,30
"9095",2003-06-07,121816305.83,125293432.68,567010,4044946.45,809.6,2003,"6","sábado",jun. 2003,30
"9096",2003-06-08,109006694.9,111902860.9,1408570,4304736,NA,2003,"6","domingo",jun. 2003,30
"9097",2003-06-09,127902778.99,129278256.69,1449690,2825167.7,NA,2003,"6","lunes",jun. 2003,30
"9098",2003-06-10,129616269.76,131930478.66,1347380,3661588.9,NA,2003,"6","martes",jun. 2003,30
"9099",2003-06-11,128129455.73,129475384.48,1450420,2801411.15,5062.4,2003,"6","miércoles",jun. 2003,30
"9100",2003-06-12,127231615.83,129079431.08,1230340,3078155.25,NA,2003,"6","jueves",jun. 2003,30
"9101",2003-06-13,128838634.48,132424697.98,32660,3620214.7,1491.2,2003,"6","viernes",jun. 2003,30
"9102",2003-06-14,121568365.43,125519358.88,140350,4091343.45,NA,2003,"6","sábado",jun. 2003,30
"9103",2003-06-15,107262360.99,111290114.19,308520,4336273.2,NA,2003,"6","domingo",jun. 2003,30
"9104",2003-06-16,125897160.15,130529345.25,153560,4785745.1,NA,2003,"6","lunes",jun. 2003,30
"9105",2003-06-17,127517440.53,132077490.48,423640,4983689.95,NA,2003,"6","martes",jun. 2003,30
"9106",2003-06-18,123752219.68,125755984.23,333520,2337284.55,NA,2003,"6","miércoles",jun. 2003,30
"9107",2003-06-19,124531291.48,129187349.68,279070,4935128.2,NA,2003,"6","jueves",jun. 2003,30
"9108",2003-06-20,127663931.35,132261043.7,351260,4948372.35,NA,2003,"6","viernes",jun. 2003,30
"9109",2003-06-21,120502234.98,124645061.98,242040,4384867,NA,2003,"6","sábado",jun. 2003,30
"9110",2003-06-22,105845442.15,103565758.55,208730,660796.8,2731750.4,2003,"6","domingo",jun. 2003,30
"9111",2003-06-23,108847687.74,110719361.29,24890,2696624.35,800060.8,2003,"6","lunes",jun. 2003,30
"9112",2003-06-24,125618028.9,130176656.5,75020,4635993.2,2345.6,2003,"6","martes",jun. 2003,30
"9113",2003-06-25,129632283.36,130021194.34,185720,1448672.58,874041.6,2003,"6","miércoles",jun. 2003,30
"9114",2003-06-26,129408818.05,129785481.25,178940,1443350.4,887747.2,2003,"6","jueves",jun. 2003,30
"9115",2003-06-27,129513123.15,129742269.55,20780,1108176,858249.6,2003,"6","viernes",jun. 2003,30
"9116",2003-06-28,122091458.5,122329643.3,156500,867360,472675.2,2003,"6","sábado",jun. 2003,30
"9117",2003-06-29,106243167.45,104021003.05,483230,198588.8,1937523.2,2003,"6","domingo",jun. 2003,30
"9118",2003-06-30,106286371.74,104540076.14,485950,267632,1527977.6,2003,"6","lunes",jun. 2003,30
"9119",2003-07-01,124617019.74,123955873.74,608250,820672,873568,2003,"7","martes",jul. 2003,31
"9120",2003-07-02,127896841.71,127482255.31,345060,849228.8,918755.2,2003,"7","miércoles",jul. 2003,31
"9121",2003-07-03,129144093.85,128778549.05,419020,947417.6,893942.4,2003,"7","jueves",jul. 2003,31
"9122",2003-07-04,128419925.4,128887406.6,77210,1399120,854428.8,2003,"7","viernes",jul. 2003,31
"9123",2003-07-05,120405985.07,120136071.07,50890,824416,1043440,2003,"7","sábado",jul. 2003,31
"9124",2003-07-06,107968045.91,106917352.31,957420,756112,849385.6,2003,"7","domingo",jul. 2003,31
"9125",2003-07-07,127460875.19,132294813.99,121530,4955468.8,NA,2003,"7","lunes",jul. 2003,31
"9126",2003-07-08,129342564.15,133860694.15,530670,5048800,NA,2003,"7","martes",jul. 2003,31
"9127",2003-07-09,129823567.51,133337699.51,1462540,4976672,NA,2003,"7","miércoles",jul. 2003,31
"9128",2003-07-10,129248216.74,131211888.74,1529320,3492992,NA,2003,"7","jueves",jul. 2003,31
"9129",2003-07-11,129049959.8,131719697,1483690,4153427.2,NA,2003,"7","viernes",jul. 2003,31
"9130",2003-07-12,121521669.99,120947486.39,316670,964358.4,1221872,2003,"7","sábado",jul. 2003,31
"9131",2003-07-13,106938010.16,104908723.76,304400,582243.2,2307129.6,2003,"7","domingo",jul. 2003,31
"9132",2003-07-14,126223278.92,127153686.52,383410,2221296,907478.4,2003,"7","lunes",jul. 2003,31
"9133",2003-07-15,129417652.2,130425111,309850,2115936,798627.2,2003,"7","martes",jul. 2003,31
"9134",2003-07-16,129268313.89,130120711.09,885830,2164726.4,426499.2,2003,"7","miércoles",jul. 2003,31
"9135",2003-07-17,129847470.15,132555235.75,1284580,3992345.6,NA,2003,"7","jueves",jul. 2003,31
"9136",2003-07-18,129673722.19,131628751.79,1304420,3259449.6,NA,2003,"7","viernes",jul. 2003,31
"9137",2003-07-19,122941253.68,123406318.08,1394830,1859894.4,NA,2003,"7","sábado",jul. 2003,31
"9138",2003-07-20,110195879.45,109289873.05,1356080,459248,9174.4,2003,"7","domingo",jul. 2003,31
"9139",2003-07-21,130020384.03,130783296.03,1034240,1800726.4,3574.4,2003,"7","lunes",jul. 2003,31
"9140",2003-07-22,131949511.18,133544238.33,213860,1812161.55,3574.4,2003,"7","martes",jul. 2003,31
"9141",2003-07-23,132683837.21,135027813.21,182200,2527705.6,1529.6,2003,"7","miércoles",jul. 2003,31
"9142",2003-07-24,131816033.1,137089017.6,134580,5407564.5,NA,2003,"7","jueves",jul. 2003,31
"9143",2003-07-25,131374181.61,134715192.36,190780,3531790.75,NA,2003,"7","viernes",jul. 2003,31
"9144",2003-07-26,124235018.4,129105036.4,69150,4939168,NA,2003,"7","sábado",jul. 2003,31
"9145",2003-07-27,108837424.09,109502624.89,154220,847686.4,28265.6,2003,"7","domingo",jul. 2003,31
"9146",2003-07-28,128491869.94,131429438.74,31100,2983174.4,14505.6,2003,"7","lunes",jul. 2003,31
"9147",2003-07-29,132580630.32,136041580.32,35050,3496000,NA,2003,"7","martes",jul. 2003,31
"9148",2003-07-30,131746677.6,134152385.2,52670,2458377.6,NA,2003,"7","miércoles",jul. 2003,31
"9149",2003-07-31,129757149.54,131691015.14,50880,1984745.6,NA,2003,"7","jueves",jul. 2003,31
"9150",2003-08-01,129382044.02,130924256.42,461250,2333984,330521.6,2003,"8","viernes",ago. 2003,31
"9151",2003-08-02,121156468.33,118896231.53,1222640,558675.2,1596272,2003,"8","sábado",ago. 2003,31
"9152",2003-08-03,107591060.31,104959293.91,1388320,955849.6,2199296,2003,"8","domingo",ago. 2003,31
"9153",2003-08-04,127205749.99,130509347.99,1410930,4714528,NA,2003,"8","lunes",ago. 2003,31
"9154",2003-08-05,130461967.87,133990177.87,1433710,4961920,NA,2003,"8","martes",ago. 2003,31
"9155",2003-08-06,130047183.31,133520315.31,1537140,5010272,NA,2003,"8","miércoles",ago. 2003,31
"9156",2003-08-07,115708280.72,119561948.72,1166140,5019808,NA,2003,"8","jueves",ago. 2003,31
"9157",2003-08-08,129069257.46,133074636.56,1421440,5426819.1,NA,2003,"8","viernes",ago. 2003,31
"9158",2003-08-09,121288724.67,125247756.27,1323340,5282371.6,NA,2003,"8","sábado",ago. 2003,31
"9159",2003-08-10,109528556.51,113844238.36,609290,4924971.85,NA,2003,"8","domingo",ago. 2003,31
"9160",2003-08-11,129386730.74,134160796.49,390230,5164295.75,NA,2003,"8","lunes",ago. 2003,31
"9161",2003-08-12,131932000.45,132551783.1,653620,2125642.65,852240,2003,"8","martes",ago. 2003,31
"9162",2003-08-13,130942684.55,128956085.35,644500,NA,1342099.2,2003,"8","miércoles",ago. 2003,31
"9163",2003-08-14,131545820.34,130539168.34,317500,11465.6,700617.6,2003,"8","jueves",ago. 2003,31
"9164",2003-08-15,132757026.42,134511454.82,61930,1816358.4,NA,2003,"8","viernes",ago. 2003,31
"9165",2003-08-16,123912041.76,125280571.76,63310,1431840,NA,2003,"8","sábado",ago. 2003,31
"9166",2003-08-17,110507153.47,111892701.47,55220,1440768,NA,2003,"8","domingo",ago. 2003,31
"9167",2003-08-18,110536622.7,112202002.7,160700,1826080,NA,2003,"8","lunes",ago. 2003,31
"9168",2003-08-19,131029642.18,133775423.68,60050,2805831.5,NA,2003,"8","martes",ago. 2003,31
"9169",2003-08-20,133869066.8,138822329.8,221110,5174373,NA,2003,"8","miércoles",ago. 2003,31
"9170",2003-08-21,133791615.41,137261526.11,197550,3667460.7,NA,2003,"8","jueves",ago. 2003,31
"9171",2003-08-22,131680577.21,136727237.26,151520,5198180.05,NA,2003,"8","viernes",ago. 2003,31
"9172",2003-08-23,124064938.91,129304408.56,142090,5381559.65,NA,2003,"8","sábado",ago. 2003,31
"9173",2003-08-24,112566742.48,117633181.33,116220,5182658.85,NA,2003,"8","domingo",ago. 2003,31
"9174",2003-08-25,130734583.04,135212658.89,51430,4529505.85,NA,2003,"8","lunes",ago. 2003,31
"9175",2003-08-26,133655128.45,137359785.05,208380,3913036.6,NA,2003,"8","martes",ago. 2003,31
"9176",2003-08-27,132978996.86,136250934.96,641370,3913308.1,NA,2003,"8","miércoles",ago. 2003,31
"9177",2003-08-28,133056397.93,137063373.38,50750,4057725.45,NA,2003,"8","jueves",ago. 2003,31
"9178",2003-08-29,131558096.21,136693799.56,24680,5160383.35,NA,2003,"8","viernes",ago. 2003,31
"9179",2003-08-30,124408190.3,129289982.15,60660,4942451.85,NA,2003,"8","sábado",ago. 2003,31
"9180",2003-08-31,110539358.24,115036225.39,172010,4676125.15,7248,2003,"8","domingo",ago. 2003,31
"9181",2003-09-01,130921339.42,134724270.47,1306930,5109861.05,NA,2003,"9","lunes",sept. 2003,30
"9182",2003-09-02,133965954.01,137406307.46,1285160,4725513.45,NA,2003,"9","martes",sept. 2003,30
"9183",2003-09-03,131947378.56,136601404.96,264590,4943840.4,25224,2003,"9","miércoles",sept. 2003,30
"9184",2003-09-04,132231575.79,136877574.49,40190,4719068.7,32880,2003,"9","jueves",sept. 2003,30
"9185",2003-09-05,132090618.48,136327833.78,455650,4706185.3,13320,2003,"9","viernes",sept. 2003,30
"9186",2003-09-06,125242567.14,130048732.19,93630,4899795.05,NA,2003,"9","sábado",sept. 2003,30
"9187",2003-09-07,111200947.49,115536449.04,217530,4553031.55,NA,2003,"9","domingo",sept. 2003,30
"9188",2003-09-08,130322923.81,134962454.86,126080,4765611.05,NA,2003,"9","lunes",sept. 2003,30
"9189",2003-09-09,131848850.55,136157091.2,299410,4607650.65,NA,2003,"9","martes",sept. 2003,30
"9190",2003-09-10,132837495.21,137375008.06,111540,4649052.85,NA,2003,"9","miércoles",sept. 2003,30
"9191",2003-09-11,131666416.01,136475181.56,244200,5052965.55,NA,2003,"9","jueves",sept. 2003,30
"9192",2003-09-12,133472880.36,138139936.51,31050,4698106.15,NA,2003,"9","viernes",sept. 2003,30
"9193",2003-09-13,125521975.66,130066286.26,122170,4666480.6,NA,2003,"9","sábado",sept. 2003,30
"9194",2003-09-14,111993679.91,116441216.96,156780,4604317.05,NA,2003,"9","domingo",sept. 2003,30
"9195",2003-09-15,131712170.52,135626856.32,845510,4760195.8,NA,2003,"9","lunes",sept. 2003,30
"9196",2003-09-16,132659995.37,135671312.67,1582190,4593507.3,NA,2003,"9","martes",sept. 2003,30
"9197",2003-09-17,132465603.21,135596026.41,1597060,4727483.2,NA,2003,"9","miércoles",sept. 2003,30
"9198",2003-09-18,131644340.45,134067920.1,1549780,3973359.65,NA,2003,"9","jueves",sept. 2003,30
"9199",2003-09-19,132732941.44,134112478.64,1679250,3059244.8,457.6,2003,"9","viernes",sept. 2003,30
"9200",2003-09-20,124232440.66,123769712.66,1406800,945296,1224,2003,"9","sábado",sept. 2003,30
"9201",2003-09-21,109740969.16,113659636.96,102060,4060615.8,39888,2003,"9","domingo",sept. 2003,30
"9202",2003-09-22,129085997.64,133499354.79,175910,4611947.15,22680,2003,"9","lunes",sept. 2003,30
"9203",2003-09-23,132059432.58,136594034.78,468770,5068148.2,64776,2003,"9","martes",sept. 2003,30
"9204",2003-09-24,131679051.05,135792398.8,155610,4377125.75,108168,2003,"9","miércoles",sept. 2003,30
"9205",2003-09-25,131176750.5,134852913.65,275940,4002239.15,50136,2003,"9","jueves",sept. 2003,30
"9206",2003-09-26,130851206.58,135475306.28,235230,4938313.7,78984,2003,"9","viernes",sept. 2003,30
"9207",2003-09-27,122789339.41,126968110.16,97740,4411918.75,135408,2003,"9","sábado",sept. 2003,30
"9208",2003-09-28,108455327.02,112457494.67,78530,4112800.05,32102.4,2003,"9","domingo",sept. 2003,30
"9209",2003-09-29,128703144.3,133395910.8,173350,4912916.5,46800,2003,"9","lunes",sept. 2003,30
"9210",2003-09-30,130779902.98,134950082.03,513750,4762289.05,78360,2003,"9","martes",sept. 2003,30
"9211",2003-10-01,129423996.82,134159204.47,161540,4987587.65,90840,2003,"10","miércoles",oct. 2003,31
"9212",2003-10-02,131616742.65,135744407.05,521060,4695908.4,47184,2003,"10","jueves",oct. 2003,31
"9213",2003-10-03,133340477.84,137479711.59,125660,4264893.75,NA,2003,"10","viernes",oct. 2003,31
"9214",2003-10-04,126562669.7,131112391.86,81590,4631312.16,NA,2003,"10","sábado",oct. 2003,31
"9215",2003-10-05,111952038.5,116476288.32,218170,4742419.82,NA,2003,"10","domingo",oct. 2003,31
"9216",2003-10-06,128961992.55,133338338.43,585640,4961985.88,NA,2003,"10","lunes",oct. 2003,31
"9217",2003-10-07,131660780.83,135857199.79,477600,4674018.96,NA,2003,"10","martes",oct. 2003,31
"9218",2003-10-08,131638331.6,136117199.68,228080,4706948.08,NA,2003,"10","miércoles",oct. 2003,31
"9219",2003-10-09,130700296.44,135161628.14,157970,4619301.7,NA,2003,"10","jueves",oct. 2003,31
"9220",2003-10-10,131358344.7,136204887.42,139710,4987764.72,1512,2003,"10","viernes",oct. 2003,31
"9221",2003-10-11,123367761.25,127888030.09,64330,4594174.84,9576,2003,"10","sábado",oct. 2003,31
"9222",2003-10-12,110147260.16,113977031.59,510200,4475403.43,135432,2003,"10","domingo",oct. 2003,31
"9223",2003-10-13,111663708.9,116101259.89,340460,4873218.99,95208,2003,"10","lunes",oct. 2003,31
"9224",2003-10-14,129785970.76,134328121.33,230290,4849216.57,76776,2003,"10","martes",oct. 2003,31
"9225",2003-10-15,131680836.39,135777273.39,400510,4544587,47640,2003,"10","miércoles",oct. 2003,31
"9226",2003-10-16,132637908.36,137515494.31,92580,5018261.95,48096,2003,"10","jueves",oct. 2003,31
"9227",2003-10-17,132927594.72,137832651.68,178400,5083456.96,NA,2003,"10","viernes",oct. 2003,31
"9228",2003-10-18,126234529.94,130735135.59,234760,4735365.65,NA,2003,"10","sábado",oct. 2003,31
"9229",2003-10-19,111854941,116144652,260450,4550161,NA,2003,"10","domingo",oct. 2003,31
"9230",2003-10-20,130477568.66,135274883.85,164240,4961555.19,NA,2003,"10","lunes",oct. 2003,31
"9231",2003-10-21,130613958.34,135166831.02,201220,4754092.68,NA,2003,"10","martes",oct. 2003,31
"9232",2003-10-22,131714114.95,136380155.76,35200,4701240.81,NA,2003,"10","miércoles",oct. 2003,31
"9233",2003-10-23,133070036.98,137674929.66,294050,4899902.68,960,2003,"10","jueves",oct. 2003,31
"9234",2003-10-24,132555168.4,136093330.8,837470,4521864.4,146232,2003,"10","viernes",oct. 2003,31
"9235",2003-10-25,119629115.9,120681122.06,1784800,2934630.16,97824,2003,"10","sábado",oct. 2003,31
"9236",2003-10-26,107985028.5,110349779.84,1054110,3418861.34,NA,2003,"10","domingo",oct. 2003,31
"9237",2003-10-27,130711349.53,134296680.22,729540,4314870.69,NA,2003,"10","lunes",oct. 2003,31
"9238",2003-10-28,133258801.13,137710730.2,716080,5168009.07,NA,2003,"10","martes",oct. 2003,31
"9239",2003-10-29,132468067.54,136921938.64,768520,5222391.1,NA,2003,"10","miércoles",oct. 2003,31
"9240",2003-10-30,131681612.78,136054519.35,750130,5123036.57,NA,2003,"10","jueves",oct. 2003,31
"9241",2003-10-31,130020157.46,134638615.66,513600,5132058.2,NA,2003,"10","viernes",oct. 2003,31
"9242",2003-11-01,122823906.36,127460923.86,475280,5112297.5,NA,2003,"11","sábado",nov. 2003,30
"9243",2003-11-02,109489917,114164310.57,222570,4896963.57,NA,2003,"11","domingo",nov. 2003,30
"9244",2003-11-03,110373915.19,115053997.43,219460,4899542.24,NA,2003,"11","lunes",nov. 2003,30
"9245",2003-11-04,129135404.02,134213066.78,85570,5163232.76,NA,2003,"11","martes",nov. 2003,30
"9246",2003-11-05,130983246.83,136085922.41,99800,5202475.58,NA,2003,"11","miércoles",nov. 2003,30
"9247",2003-11-06,131771930.15,136827328.28,133710,5189108.13,NA,2003,"11","jueves",nov. 2003,30
"9248",2003-11-07,131895188.86,136980116.11,114160,5199087.25,NA,2003,"11","viernes",nov. 2003,30
"9249",2003-11-08,124695163.32,129650123.47,155140,5110100.15,NA,2003,"11","sábado",nov. 2003,30
"9250",2003-11-09,111802380.71,116364209.92,162370,4724199.21,NA,2003,"11","domingo",nov. 2003,30
"9251",2003-11-10,129935238.01,134983932.94,133250,5181944.93,NA,2003,"11","lunes",nov. 2003,30
"9252",2003-11-11,132719457.28,136955410.27,336100,4572052.99,NA,2003,"11","martes",nov. 2003,30
"9253",2003-11-12,133377143.01,138181729.51,373640,5178226.5,NA,2003,"11","miércoles",nov. 2003,30
"9254",2003-11-13,133288863.55,138361063,122800,5194999.45,NA,2003,"11","jueves",nov. 2003,30
"9255",2003-11-14,132832701.4,137575477.15,366260,5109035.75,NA,2003,"11","viernes",nov. 2003,30
"9256",2003-11-15,126620585.8,131186312.66,201260,4766986.86,NA,2003,"11","sábado",nov. 2003,30
"9257",2003-11-16,112114671.29,117014527.3,49350,4949206.01,NA,2003,"11","domingo",nov. 2003,30
"9258",2003-11-17,114810637.42,120068552.79,35500,5293535.37,120,2003,"11","lunes",nov. 2003,30
"9259",2003-11-18,133086988.58,138330318.62,54590,5297920.04,NA,2003,"11","martes",nov. 2003,30
"9260",2003-11-19,135634374.82,140823199.36,118060,5306884.54,NA,2003,"11","miércoles",nov. 2003,30
"9261",2003-11-20,135410469.65,140327499.51,347650,5264679.86,NA,2003,"11","jueves",nov. 2003,30
"9262",2003-11-21,135639029.57,140280779.02,204710,4846459.45,NA,2003,"11","viernes",nov. 2003,30
"9263",2003-11-22,126649125.76,131800784.25,116080,5267738.49,NA,2003,"11","sábado",nov. 2003,30
"9264",2003-11-23,113269068.37,118339916.85,160800,5231648.48,NA,2003,"11","domingo",nov. 2003,30
"9265",2003-11-24,132214622.11,137395386.15,128030,5308794.04,NA,2003,"11","lunes",nov. 2003,30
"9266",2003-11-25,134829519.72,139733426.39,291330,5196364.67,1128,2003,"11","martes",nov. 2003,30
"9267",2003-11-26,134061178.04,139127256.23,177400,5243478.19,NA,2003,"11","miércoles",nov. 2003,30
"9268",2003-11-27,135854926.13,140583137.5,540300,5268511.37,NA,2003,"11","jueves",nov. 2003,30
"9269",2003-11-28,135211329.44,140338533.01,138550,5265753.57,NA,2003,"11","viernes",nov. 2003,30
"9270",2003-11-29,126473262.68,131553592.92,150860,5231190.24,NA,2003,"11","sábado",nov. 2003,30
"9271",2003-11-30,112497515.09,117356443.9,408480,5267408.81,NA,2003,"11","domingo",nov. 2003,30
"9272",2003-12-01,131714385.33,137098051.75,211900,5595566.42,NA,2003,"12","lunes",dic. 2003,31
"9273",2003-12-02,133685143,139006714.23,260590,5582161.23,NA,2003,"12","martes",dic. 2003,31
"9274",2003-12-03,132784768.43,138040540.51,183970,5506054.08,66312,2003,"12","miércoles",dic. 2003,31
"9275",2003-12-04,133426787.94,138756399.98,141910,5531186.04,59664,2003,"12","jueves",dic. 2003,31
"9276",2003-12-05,134105571.3,139222530.49,408670,5569789.19,44160,2003,"12","viernes",dic. 2003,31
"9277",2003-12-06,126866001.91,132146934.74,301640,5582572.83,NA,2003,"12","sábado",dic. 2003,31
"9278",2003-12-07,114855737.21,120146440.18,344870,5635572.97,NA,2003,"12","domingo",dic. 2003,31
"9279",2003-12-08,115535804.29,120917671.4,236860,5618727.11,NA,2003,"12","lunes",dic. 2003,31
"9280",2003-12-09,135450640.84,140857147.62,130660,5537166.78,NA,2003,"12","martes",dic. 2003,31
"9281",2003-12-10,139235779.6,144622005.24,183090,5569315.64,NA,2003,"12","miércoles",dic. 2003,31
"9282",2003-12-11,139006109.27,144403036.05,184020,5580946.78,NA,2003,"12","jueves",dic. 2003,31
"9283",2003-12-12,138670069.07,143835389.49,383800,5549120.42,NA,2003,"12","viernes",dic. 2003,31
"9284",2003-12-13,129957369.99,135453416.89,103840,5599886.9,NA,2003,"12","sábado",dic. 2003,31
"9285",2003-12-14,118142927.72,123408455.88,342070,5607598.16,NA,2003,"12","domingo",dic. 2003,31
"9286",2003-12-15,135145279.66,140522936.18,198880,5576536.52,NA,2003,"12","lunes",dic. 2003,31
"9287",2003-12-16,137780831.69,142998332.37,343490,5560990.68,NA,2003,"12","martes",dic. 2003,31
"9288",2003-12-17,136909458.19,142417013.07,44180,5551734.88,NA,2003,"12","miércoles",dic. 2003,31
"9289",2003-12-18,139719306.86,145097536.14,139880,5518109.28,NA,2003,"12","jueves",dic. 2003,31
"9290",2003-12-19,138791561.96,142798977.37,631440,4647927.41,9072,2003,"12","viernes",dic. 2003,31
"9291",2003-12-20,127721333.01,129662229.35,66000,2013529.94,6633.6,2003,"12","sábado",dic. 2003,31
"9292",2003-12-21,117203486.81,117051523.21,50690,744080,845353.6,2003,"12","domingo",dic. 2003,31
"9293",2003-12-22,131226591.51,133125211.51,89060,2075126.4,87446.4,2003,"12","lunes",dic. 2003,31
"9294",2003-12-23,132366730.61,134066784.21,54180,2413488,659254.4,2003,"12","martes",dic. 2003,31
"9295",2003-12-24,123458749.47,125326005.47,246840,2114224,128,2003,"12","miércoles",dic. 2003,31
"9296",2003-12-25,104423218.85,105190614.85,203340,975513.6,4777.6,2003,"12","jueves",dic. 2003,31
"9297",2003-12-26,122324337.97,121097309.57,770510,925200,1381718.4,2003,"12","viernes",dic. 2003,31
"9298",2003-12-27,121042549.79,120879383.39,102280,806486.4,867372.8,2003,"12","sábado",dic. 2003,31
"9299",2003-12-28,110803923.67,109960856.01,97480,925205.94,1670793.6,2003,"12","domingo",dic. 2003,31
"9300",2003-12-29,124040979.72,129087091.32,228810,5274921.6,NA,2003,"12","lunes",dic. 2003,31
"9301",2003-12-30,122270793.2,127725311.2,91690,5546208,NA,2003,"12","martes",dic. 2003,31
"9302",2003-12-31,115302436.18,120808646.18,69950,5576160,NA,2003,"12","miércoles",dic. 2003,31
"9303",2004-01-01,97655389.8,102958043.8,264290,5566944,NA,2004,"1","jueves",ene. 2004,31
"9304",2004-01-02,114157216.33,119492644.33,242300,5577728,NA,2004,"1","viernes",ene. 2004,31
"9305",2004-01-03,114502477.37,119997057.37,100140,5594720,NA,2004,"1","sábado",ene. 2004,31
"9306",2004-01-04,107809710.96,113338472.96,60870,5589632,NA,2004,"1","domingo",ene. 2004,31
"9307",2004-01-05,122273315.38,127711393.94,109930,5548008.56,NA,2004,"1","lunes",ene. 2004,31
"9308",2004-01-06,124509549.01,129964917.15,93920,5549288.14,NA,2004,"1","martes",ene. 2004,31
"9309",2004-01-07,124431653.9,129944972.16,78870,5592188.26,NA,2004,"1","miércoles",ene. 2004,31
"9310",2004-01-08,125000353.63,130492985.92,75460,5568092.29,NA,2004,"1","jueves",ene. 2004,31
"9311",2004-01-09,125292204.91,126595958.51,107920,1413340.8,1667.2,2004,"1","viernes",ene. 2004,31
"9312",2004-01-10,121144755.68,126566559.28,75230,5497033.6,NA,2004,"1","sábado",ene. 2004,31
"9313",2004-01-11,107480973.38,113016659.38,61370,5597056,NA,2004,"1","domingo",ene. 2004,31
"9314",2004-01-12,108375149.07,113868376.91,98550,5591777.84,NA,2004,"1","lunes",ene. 2004,31
"9315",2004-01-13,125621630.5,131126104.74,39140,5543614.24,NA,2004,"1","martes",ene. 2004,31
"9316",2004-01-14,129131736,134525925.69,61930,5456119.69,NA,2004,"1","miércoles",ene. 2004,31
"9317",2004-01-15,130976771.54,136284528.95,213550,5521307.41,NA,2004,"1","jueves",ene. 2004,31
"9318",2004-01-16,131271041.86,136768713.84,39580,5537251.98,NA,2004,"1","viernes",ene. 2004,31
"9319",2004-01-17,122708222.77,128138200.54,66150,5496127.77,NA,2004,"1","sábado",ene. 2004,31
"9320",2004-01-18,110814941.01,116050967.16,297140,5533166.15,NA,2004,"1","domingo",ene. 2004,31
"9321",2004-01-19,128712924.83,134222897.41,46120,5556092.58,NA,2004,"1","lunes",ene. 2004,31
"9322",2004-01-20,130776580.75,136111627.14,231450,5566496.39,NA,2004,"1","martes",ene. 2004,31
"9323",2004-01-21,130672006.59,136053127.33,188310,5569430.74,NA,2004,"1","miércoles",ene. 2004,31
"9324",2004-01-22,131279349.45,136672733.91,161290,5554674.46,NA,2004,"1","jueves",ene. 2004,31
"9325",2004-01-23,130866337.38,136366515.69,48060,5548238.31,NA,2004,"1","viernes",ene. 2004,31
"9326",2004-01-24,122449103.57,127886953.86,122020,5559870.29,NA,2004,"1","sábado",ene. 2004,31
"9327",2004-01-25,108894702.46,114438588.15,54910,5598795.69,NA,2004,"1","domingo",ene. 2004,31
"9328",2004-01-26,128178880.51,133684219.13,68260,5573598.62,NA,2004,"1","lunes",ene. 2004,31
"9329",2004-01-27,130914948.7,136396548.54,88610,5570209.84,NA,2004,"1","martes",ene. 2004,31
"9330",2004-01-28,132439715.08,137939691.53,41200,5541176.45,NA,2004,"1","miércoles",ene. 2004,31
"9331",2004-01-29,133288538.51,138723155.13,61170,5495786.62,NA,2004,"1","jueves",ene. 2004,31
"9332",2004-01-30,133077051.65,138591121.41,19840,5533909.76,NA,2004,"1","viernes",ene. 2004,31
"9333",2004-01-31,125653275.86,131258081.63,6600,5611405.77,NA,2004,"1","sábado",ene. 2004,31
"9334",2004-02-01,112222949.72,117834980.85,17890,5629921.13,NA,2004,"2","domingo",feb. 2004,29
"9335",2004-02-02,129864845.1,135291103.95,166600,5592858.85,NA,2004,"2","lunes",feb. 2004,29
"9336",2004-02-03,135138993.96,139574715.37,1158120,5593841.41,NA,2004,"2","martes",feb. 2004,29
"9337",2004-02-04,133705324.2,138896290.82,403730,5594696.62,NA,2004,"2","miércoles",feb. 2004,29
"9338",2004-02-05,134674768.59,139876771.13,382610,5584612.54,NA,2004,"2","jueves",feb. 2004,29
"9339",2004-02-06,134649359.08,140071519.33,165350,5587510.25,NA,2004,"2","viernes",feb. 2004,29
"9340",2004-02-07,127140526.17,132601285.46,131470,5592229.29,NA,2004,"2","sábado",feb. 2004,29
"9341",2004-02-08,112164493.05,117664017.4,94370,5593894.35,NA,2004,"2","domingo",feb. 2004,29
"9342",2004-02-09,131518753.69,137015207.86,112490,5608944.17,NA,2004,"2","lunes",feb. 2004,29
"9343",2004-02-10,135277181.34,140358330.91,506930,5588079.57,NA,2004,"2","martes",feb. 2004,29
"9344",2004-02-11,134899375.37,138722715.37,1755220,5578560,NA,2004,"2","miércoles",feb. 2004,29
"9345",2004-02-12,135541995.85,139347739.85,1781360,5587104,NA,2004,"2","jueves",feb. 2004,29
"9346",2004-02-13,135400301.76,140390123.76,607650,5597472,NA,2004,"2","viernes",feb. 2004,29
"9347",2004-02-14,127504556.8,132798786.8,299850,5594080,NA,2004,"2","sábado",feb. 2004,29
"9348",2004-02-15,113101563.19,118367488.25,344250,5610175.06,NA,2004,"2","domingo",feb. 2004,29
